property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
materialProperties.filmComposition.atomicRatio.characterizationMethod,82,102,24,"['AES', 'Auger electron spectroscopy (AES)', 'EDS', 'EDX', 'EXAFS', 'HR-RBS', 'ICP AES', 'ICP-AES', 'RBS', 'RBS/NRA', 'SIMS', 'Secondary ion mass spectrometry', 'TEM', 'TEM-EDX', 'TOF-ERDA', 'X-ray diffraction', 'X-ray diffraction (XRD)', 'X-ray photoelectron spectroscopy (XPS)', 'XPS', 'XRD', 'XRD and TEM', 'XRD, SQUID, and electron probe microanalysis', 'XRF', 'XRR']",,
materialProperties.filmComposition.atomicRatio.elements,117,299,17,"['Al', 'B', 'Bi', 'Co', 'D', 'Ga', 'H', 'In', 'Mg', 'Mn', 'N', 'Not Found', 'O', 'Pd', 'S', 'Ti', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,77,94,28,"['0.28:1', '0.45:0.55', '0.55:0.45', '0.76:1', '0.78:1', '0.83:1', '0.88:0.12', '0.88:1', '0.96:1', '1.0:0.4:1.6', '1.184:1', '1.1:1.2', '1.3:1', '1.4:0.6', '14:1', '19:1', '1:0.05', '1:0.11', '1:0.19', '1:0.86', '1:0.9', '1:1', '1:1.5', '1:1:1', '1:2:4', '2:1', '3.25:96.75', '95:5']",0.7,1.07
materialProperties.filmComposition.elementalConcentration.characterizationMethod,89,107,23,"['AES', 'Auger electron spectroscopy (AES)', 'EDS', 'EDX', 'HR-RBS', 'ICP AES', 'ICP-AES', 'ICP-OES', 'RBS', 'RBS/NRA', 'SIMS', 'Secondary ion mass spectrometry', 'Secondary ion mass spectrometry (SIMS)', 'TOF-ERDA', 'X-ray photoelectron spectroscopy', 'X-ray photoelectron spectroscopy (XPS)', 'XPS', 'XPS analysis', 'XPS, EDS', 'XRD', 'XRD and TEM', 'XRF', 'XRR']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,59,72,0,[],0.0,100.0
materialProperties.filmDensity.characterizationMethod,28,37,11,"['EDX', 'HR-RBS', 'QCM', 'QCM and ellipsometry', 'STEM', 'Spectroscopic ellipsometry', 'X-ray reflectivity', 'XRD', 'XRR', 'ellipsometry', 'wet etching tests']",,
materialProperties.filmDensity.value.quantityValue.numericValue,43,56,0,[],0.0,12.0
materialProperties.opticalProperties.absorptionCoefficient.quantityValue.numericValue,3,4,0,[],0.0,0.5
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,60,67,0,[],0.3,4.38
materialProperties.opticalProperties.characterizationMethod,49,58,16,"['Ellipsometer Plasmos SD2300', 'Ellipsometry', 'FTIR', 'Hitachi U-1100 spectrophotometer', 'PL', 'PL spectra', 'Photoluminescence (PL)', 'Photoluminescence (PL) measurements', 'Raman and photoluminescence (PL) measurements', 'Spectroscopic ellipsometry', 'Tauc plot', 'UV-Vis', 'UV/Vis spectrometer', 'UV/visible/near IR spectrometer', 'photoluminescence', 'spectroscopic ellipsometry']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,17,18,0,[],0.0,2.1
materialProperties.roughness.characterizationMethod,80,102,15,"['AFM', 'Atomic force microscopy (AFM)', 'FE-SEM', 'FESEM', 'HRTEM', 'QCM', 'SEM', 'STEM', 'Scanning electron microscopy', 'TEM', 'Transmission electron microscopy (TEM)', 'XRD', 'XRR', 'atom force microscopy (AFM)', 'atomic force microscopy (AFM)']",,
materialProperties.roughness.value.quantityValue.numericValue,73,94,0,[],0.0,200.0
materialProperties.uniformity.variation.quantityValue.numericValue,50,63,0,[],0.0,90.0
otherAspects.filmStability,63,72,0,[],1.0,1.0
otherAspects.reproducibility,68,78,0,[],1.0,1.0
otherAspects.safety,18,24,17,"['BDMPZ is nonpyrophoric and volatile, making it safer than DEZ.', 'DEZ has the safety hazard of being pyrophoric and extremely reactive with air.', 'Handle with care due to the use of formalin and Pd(hfac)2.', 'High-purity Ar (99.999%) was used as the purge and carrier gas and further purified by a gas filter (DRIERITE Gas Purifier) before entering the reaction system.', 'High-purity zinc chloride (99.999% ZnCl2) and high-purity oxygen gas (99.995% O2) were used.', 'No sodium contamination from the SLG substrates was found at any deposition temperature.', 'Standard laboratory safety procedures for handling DEZn and H2O.', 'Standard laboratory safety protocols for handling DEZn and H2O.', 'Standard laboratory safety protocols for handling chemicals.', 'Standard safety protocols for handling DEZ and O2', 'Standard safety protocols for handling DEZ and TMA', 'Standard safety protocols for handling chemicals and reaction products.', 'Standard safety protocols for handling chemicals like DEZn and TMA.', 'Standard safety protocols for handling diethylzinc and oxygen.', 'Use of oxygen filter to improve stoichiometry.', 'Use of ultrahigh purity gases and controlled environment to prevent contamination.', 'Zn(acac)2 is nontoxic and stable in air']",,
processParameters.deliveryMethod,50,63,45,"['ABAB... exposure sequence', 'Alternately fed into the chamber through separate inlet lines and nozzles', 'Alternately fed into the growth chamber', 'Ambient-temperature vapors', 'Computer-controlled solenoid valves', 'Gas flow', 'N2 flow', 'Remote plasma', 'Sequential exposures', 'Showerhead', 'Vertical deposition technique', 'alternate reaction', 'alternate supply of ZnCl2 and O2', 'alternately fed into the chamber with argon (Ar) carrier gas', 'alternately fed into the growth chamber', 'alternating exposure', 'alternatively fed into the chamber', 'alternatively injected into the reactor', 'alternatively injected into the reactor using Ar as a carrier gas', 'automatic valve control', 'bubbling system or direct liquid injection (DLI) system', 'bubbling systems', 'carrier gas injection', 'continuous flow', 'controlled flows', 'cross-flow configuration', 'effusion', 'flow reactor', 'flow type', 'flow-rate interruption (FRI)', 'flow-type ALD', 'interrupted flow', 'manifold head with shielding gas', 'pneumatically operated valves', 'pulse, exposure, and purge sequence', 'separate introduction of DEZn and H2O', 'separate introduction of precursors', 'sequential pulsing', 'shower-head-type reactor', 'showerhead', 'spatial confinement by channels of inert gas', 'spatial isolation of reactive gases', 'spin-on coating', 'traveling-wave type hot wall reactor', 'viscous flow']",,
processParameters.plasmaPower.quantityValue.numericValue,20,27,0,[],0.0,2500.0
processParameters.pressure.quantityValue.numericValue,98,117,0,[],0.0,760.0
processParameters.reactor.manufacturer,51,71,22,"['ASM Microchemistry', 'ASM Microchemistry Ltd', 'ASM Microchemistry Ltd.', 'ASM-Microchemistry', 'ASM-Microchemistry Ltd', 'Beneq', 'CN-1 Co.', 'CN1 Atomic Premium', 'Cambridge NanoTech', 'Cambridge Nanotech', 'Cambridge Nanotech Inc.', 'Cambridge Nanotechnology Inc.', 'Daeki high-tech, Korea', 'Ever-tek', 'Microchemistry', 'Microchemistry Ltd', 'Microchemistry Ltd.', 'Microchemistry, Ltd.', 'Oxford', 'Picosun', 'Picosun Oy', 'SYSKEY Ltd., Taiwan']",,
processParameters.reactor.name,97,121,64,"['4 in travelling wave-type ALD reactor', 'ALE-reactor', 'ASM F-120', 'Atomic Classic, CN-1', 'Cambridge Nanotech ALD system', 'Custom viscous flow ALD reactor', 'Custom-built hotwall viscous flow tube reactor', 'F-120', 'F-120 ALD reactor', 'F-120 ALE reactor', 'F-120 SAT ALCVD', 'F-120 traveling wave reactor', 'F120', 'F120 ALE reactor', 'Fluidized Bed Reactor', 'Fluidized bed reactor', 'Genitech MP-1000', 'M-120', 'MNT ALD system', 'Microchemistry F-120 ALE', 'NCD D-100', 'OpAL', 'Parallel plate, capacitively-coupled system', 'Picosun R-200', 'Plus-100', 'R200 advanced', 'Remote VHF ICP module', 'Rotary ALD reactor', 'SUNALE TM R75', 'Savannah 100', 'Savannah-100', 'Sunale R-200', 'TFS 200', 'TFS-200', 'TFS-500', 'Viscous Flow Reactor', 'Viscous flow reactor', 'YUNMOQBT-T ALD reactor', 'cold-wall-type remote ALD chamber', 'cold-walled quartz chamber', 'custom built warm wall reactor', 'custom-built shower head PEALD reactor', 'custom-built viscous flow reactor', 'custom-made ALD chamber', 'custom-made hot-wall flowtube reactor', 'custom-made hot-wall stainless tube reactor', 'fluidized bed reactor', 'home-built hot-wall stainless steel tube reactor', 'home-made hotwall-type ALD chamber', 'homemade transverse flow type ALD reactor', 'horizontal type quartz hot-wall reactor', 'horizontal wall reactor', 'horizontal-type quartz hot-wall reactor', 'inductively heated quartz reactor', 'modified CVD system', 'parallel plate, capacitively coupled system', 'parallel plate, capacitively-coupled system', 'prototypeF-450', 'shower head-type reactor', 'showerhead-type ALD reactor', 'six-circle diffractometer', 'stainless steel ALD coating head', 'ultrahigh-vacuum growth chamber', 'viscous flow reactor']",,
processParameters.substrate,155,190,116,"['(0 0 0 1) c-plane sapphire', '(0 0 0 1) sapphire', '(0 0 01) sapphire', '(0001) c-plane sapphire', '(11-20) sapphire', '10 cm2 fused silica', '200nm thick Al2O3 coated Si wafer', '2974 Corning glass', '30.5 x 30.5 cm soda lime glass plates', '300 mm silicon wafers', '5 cm × 20 cm soda glass plates', '5 in. p-type Si(100)', '5×5 cm2 Si(100)', 'AAO template', 'ALD Al2O3 (50 nm/Si 001)', 'Al2O3 coated Si wafer', 'CdSe quantum dot films', 'Corning 1737 glass', 'Corning 7059', 'Corning 7059 glass', 'Corning 7059 glass, n-type (111) silicon', 'Corning glass', 'GaAs', 'GaN/Al2O3', 'GaN/Al2O3 template', 'GaN/c-sapphire', 'GaN/sapphire', 'Glass', 'Heavily doped p-type Si substrates', 'High surface area TiO2 nanopowder', 'ITO-coated plastic film (PET, Aldrich Chem. Co.)', 'InP', 'LiCoO2 powders', 'MgO nanowires', 'Monocrystalline silicon', 'N-type Si substrate', 'Nanoporous alumina membranes', 'Nanoporous anodic alumina membranes', 'PET, glass, sapphire, silicon', 'PS colloidal nanospheres on flat Si (100) substrates', 'Poly(vinyl alcohol) (PVA) microfibers', 'Polyethersulfone (PES)', 'Polyethylene terephthalate (PET)', 'SLG', 'Sapphire (0 0 0 1)', 'Sapphire (0001)', 'Sapphire (0001) and p-type Si (100)', 'Si', 'Si (100)', 'Si 001', 'Si 100', 'Si 100 wafer', 'Si substrate', 'Si substrate coated with 100 nm of thermally grown SiO2', 'Si wafer', 'Si wafer, glass', 'Si wafers and SiO2 particles', 'Si wafers treated with an HF dip', 'Si wafers with a 200-nm-thick SiO2 layer', 'Si(001)', 'Si(100)', 'Si(100) single crystal and quartz', 'Si(100) wafer', 'Si(100) wafer, nickel-coated', 'Si(100), quartz glass', 'Si3N4 membrane', 'SiO2 and TiO2 nanoparticles', 'SiO2 spheres', 'SiO2/p-Si', 'Silicon wafers', 'Silicon wafers exposing the [100] surface', 'Single side polished silicon (100)', 'Soda lime glass (50 X 50 mm)', 'TiO2 nanofibers', 'ZrO2 and BaTiO3 particles', 'alumina', 'avian eggshell membrane (ISM)', 'bare silicon', 'borosilicate glass', 'c-Al2O3', 'c-face sapphire (c-Al2O3)', 'c-plane sapphire', 'c-sapphire, lime glass, Si (0 0 1), Si (1 1 1)', 'chemically mechanically polished (CMP) p-type silicon substrates', 'cicada wings', 'fluorine-doped tin oxide (FTO)', 'glass', 'glass (Corning 1737) and silicon (001)', 'glass and Si', 'glass and silicon (100)', 'glass, glass covered with ITO, silicon (100), silicon covered with metal, GaAs, sapphire', 'glass, sapphire, silicon, CdTe', 'glass, silicon, GaN/Al2O3 templates', 'glass/Mo', 'gold', 'mesoporous PSb-P2VP nanorods', 'mesoporous ZrO2', 'multi-walled carbon nanotubes (MWCNTs)', 'n-doped Si(100)', 'nanoporous alumina monolith', 'p-GaN', 'p-type (100) Si substrate and Corning XG glass', 'p-type Si(100) wafers', 'polystyrene opal templates', 'sapphire', 'sapphire (0001)', 'sapphire (1010)', 'sapphire Al2O3 (0001) and p-type silicon wafers', 'sapphire, GaAs, Si, or lime glass', 'silica gel', 'silicon', 'single-walled carbon nanotubes (SWNTs)', 'soda lime glass', 'soda lime glass (50 X 50 mm)', 'soda lime glass (SLG), magnesium free fused silica (SiO2), CIGS', 'ultralow-density nanoporous silica aerogel monoliths']",,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,18,19,5,"['Al2O3', 'Ga2O3', 'In2-xGaxO3', 'Zn1/C0xMgxO', 'ZnO']",,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,16,17,0,[],0.0,300.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,11,11,7,"['Al2O3', 'Ga2O3', 'MnO', 'Zn-Al-O', 'ZnO', 'ZnO:Al', 'ZnS']",,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,11,11,0,[],1.0,112.0
processParameters.supercycleDesign.subcycleSequence,19,38,17,"['Al2O3', 'DEZ/Ar/H2O/Ar', 'DEZn/H2O', 'Ga', 'Ga2O3', 'H2O', 'H2O followed by O2 plasma', 'In', 'MgCp2/H2O', 'MnO', 'Not Found', 'O2 plasma', 'TMA/Ar/H2O/Ar', 'TMA/H2O', 'Zn-Al-O', 'ZnO', 'ZnS']",,
processParameters.temperature.quantityValue.numericValue,154,188,0,[],23.0,748.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,111,132,0,[],0.1,10800.0
processParameters.thicknessControl.dosingTime.[0].compound,118,142,11,"['Al2O3', 'DEtZn', 'Ga2O3', 'In2-xGaxO3', 'Pd', 'Platinum', 'Zn', 'Zn(O,S)', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,114,138,0,[],0.01,10800.0
processParameters.thicknessControl.dosingTime.[1].coReactant.quantityValue.numericValue,21,24,0,[],0.1,300.0
processParameters.thicknessControl.dosingTime.[1].compound,23,26,10,"['Al2O3', 'DMeZn', 'Ga2O3', 'In2S3', 'MgO', 'Mn', 'W', 'Zinc Oxide', 'ZnO', 'ZnO:Al']",,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,21,24,0,[],0.03,600.0
processParameters.thicknessControl.dosingTime.[2].coReactant.quantityValue.numericValue,3,3,0,[],1.0,200.0
processParameters.thicknessControl.dosingTime.[2].compound,3,3,3,"['Al2O3', 'TiO2', 'ZnO:Al']",,
processParameters.thicknessControl.dosingTime.[2].precursor.quantityValue.numericValue,3,3,0,[],0.5,200.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,111,136,0,[],0.0,1500.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,66,83,0,[],0.0,1000.0
processParameters.thicknessControl.flowRates.[0].compound,89,106,13,"['Al2O3', 'DEtZn', 'Ga2O3', 'In2-xGaxO3', 'MgO', 'N2', 'Pd', 'Platinum', 'Zn', 'Zn(O,S)', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,67,84,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,54,68,0,[],0.0,1200.0
processParameters.thicknessControl.flowRates.[1].coReactantFlow.quantityValue.numericValue,9,11,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[1].compound,13,15,7,"['Al2O3', 'DMeZn', 'Ga2O3', 'In2S3', 'Mn', 'Zinc Oxide', 'ZnO']",,
processParameters.thicknessControl.flowRates.[1].precursorFlow.quantityValue.numericValue,9,11,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[1].purgingGasFlow.quantityValue.numericValue,8,10,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[2].coReactantFlow.quantityValue.numericValue,2,2,0,[],80.0,700.0
processParameters.thicknessControl.flowRates.[2].compound,2,2,2,"['Al2O3', 'ZnO:Al']",,
processParameters.thicknessControl.flowRates.[2].precursorFlow.quantityValue.numericValue,2,2,0,[],80.0,700.0
processParameters.thicknessControl.flowRates.[2].purgingGasFlow.quantityValue.numericValue,2,2,0,[],160.0,700.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,102,126,0,[],1.0,1100.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,99,123,0,[],2.0,5000.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,136,161,12,"['Al2O3', 'DEtZn', 'Ga2O3', 'In2-xGaxO3', 'In2S3', 'Pd', 'Platinum', 'Zn(O,S)', 'ZnO', 'ZnS', 'ZnSe', 'ZrO2']",,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,120,143,0,[],0.06,115.0
processParameters.thicknessControl.growthPerCycle.values.[1].compound,28,35,10,"['Al2O3', 'DMeZn', 'Ga2O3', 'MgO', 'MnO', 'W', 'Zinc Oxide', 'ZnO', 'ZnO:Al', 'ZnS']",,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,27,33,0,[],0.07,125.0
processParameters.thicknessControl.growthPerCycle.values.[2].compound,5,7,4,"['Pt', 'TiO2', 'Zn1/C0xMgxO', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[2].value.quantityValue.numericValue,5,7,0,[],0.1,1.7
processParameters.thicknessControl.growthPerCycle.values.[3].compound,1,1,1,['TiO2'],,
processParameters.thicknessControl.growthPerCycle.values.[3].value.quantityValue.numericValue,1,1,0,[],0.35,0.35
processParameters.thicknessControl.growthPerCycle.values.[4].compound,1,1,1,['HfO2'],,
processParameters.thicknessControl.growthPerCycle.values.[4].value.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.thicknessControl.growthPerCycle.values.[5].compound,1,1,1,['Al2O3'],,
processParameters.thicknessControl.growthPerCycle.values.[5].value.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.thicknessControl.nucleationPeriod.quantityValue.numericValue,49,62,0,[],0.0,50.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,111,132,0,[],0.5,22000.0
processParameters.thicknessControl.purgeTime.[0].compound,118,142,11,"['Al2O3', 'DEtZn', 'Ga2O3', 'In2-xGaxO3', 'Pd', 'Platinum', 'Zn', 'Zn(O,S)', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,115,139,0,[],0.5,12600.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,21,24,0,[],0.5,500.0
processParameters.thicknessControl.purgeTime.[1].compound,23,26,10,"['Al2O3', 'DMeZn', 'Ga2O3', 'In2S3', 'MgO', 'Mn', 'W', 'Zinc Oxide', 'ZnO', 'ZnO:Al']",,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,21,24,0,[],0.3,500.0
processParameters.thicknessControl.purgeTime.[2].coReactant.quantityValue.numericValue,3,3,0,[],2.0,500.0
processParameters.thicknessControl.purgeTime.[2].compound,3,3,3,"['Al2O3', 'TiO2', 'ZnO:Al']",,
processParameters.thicknessControl.purgeTime.[2].precursor.quantityValue.numericValue,3,3,0,[],2.0,500.0
processParameters.thicknessControl.saturation,156,191,0,[],0.0,1.0
reactantSelection.carrierGas,98,120,11,"['Ar', 'Argon', 'Argon (Ar)', 'H2', 'N2', 'Nitrogen', 'Nitrogen (N2)', 'argon', 'high-purity nitrogen', 'nitrogen', 'nitrogen (N2)']",,
reactantSelection.coReactant.[0].coReactant,155,190,30,"['CO2', 'Deionized water', 'Deionized water (DI H2O)', 'H2O', 'H2O (water)', 'H2O vapor', 'H2O2', 'H2S', 'Hydrogen sulphide', 'N2', 'N2O', 'NH4OH', 'O2', 'O2 plasma', 'O3', 'Oxygen', 'Oxygen (O2)', 'Oxygen plasma', 'Se', 'Water', 'Water (H2O)', 'deionised water', 'deionized water', 'hydrogen sulfide', 'nitrous oxide (N2O)', 'oxygen', 'oxygen plasma', 'synthetic air', 'water', 'water vapor']",,
reactantSelection.coReactant.[0].compound,155,190,12,"['Al2O3', 'Ga2O3', 'In2-xGaxO3', 'Platinum', 'Zn', 'Zn(O,S)', 'ZnO', 'ZnO:N', 'ZnO_xS_1-x', 'ZnS', 'ZnSe', 'ZrO2']",,
reactantSelection.coReactant.[1].coReactant,43,56,19,"['D2O', 'Deionized water', 'Deionized water (DI H2O)', 'EtOH', 'H2O', 'H2O vapor', 'H2S', 'N2', 'N2O', 'NH3', 'O2', 'O2 plasma', 'O3', 'Water', 'Water (H2O)', 'disilane', 'hydrogen sulfide', 'water', 'water vapor']",,
reactantSelection.coReactant.[1].compound,43,56,11,"['Al2O3', 'Ga2O3', 'In2S3', 'MgO', 'Mn', 'O', 'W', 'Zinc Oxide', 'ZnO', 'ZnO:Al', 'ZnS']",,
reactantSelection.coReactant.[2].coReactant,11,18,8,"['Formalin', 'H2O followed by O2 plasma', 'MBO', 'O2 plasma', 'O3', 'Water (H2O)', 'oxygen', 'water']",,
reactantSelection.coReactant.[2].compound,11,18,8,"['Al2O3', 'HfO2', 'Pd', 'Pt', 'TiO2', 'Zn1/C0xMgxO', 'ZnO', 'ZnO:Al']",,
reactantSelection.coReactant.[3].coReactant,1,1,1,['H2O vapor'],,
reactantSelection.coReactant.[3].compound,1,1,1,['TiO2'],,
reactantSelection.coReactant.[4].coReactant,1,1,1,['H2O vapor'],,
reactantSelection.coReactant.[4].compound,1,1,1,['HfO2'],,
reactantSelection.coReactant.[5].coReactant,1,1,1,['H2O vapor'],,
reactantSelection.coReactant.[5].compound,1,1,1,['Al2O3'],,
reactantSelection.precursor.[0].compound,155,190,12,"['Al2O3', 'Ga2O3', 'In2-xGaxO3', 'Platinum', 'Zn', 'Zn(O,S)', 'ZnO', 'ZnO:N', 'ZnO_xS_1-x', 'ZnS', 'ZnSe', 'ZrO2']",,
