property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
deviceProperties.subthresholdSwing.quantityValue.numericValue,8,12,0,[],166.0,1700.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,12,22,0,[],-5.4,20.0
materialProperties.chemicalComposition,138,292,39,"['Al doped ZnO (AZO)', 'Al-doped ZnO', 'Al-doped ZnO (AZO)', 'Al2O3', 'Al2O3/ZnO', 'Al2O3/ZnO -> ZnAl2O4 after annealing (spinell formation observed)', 'Bi2O3-core/ZnO-shell', 'GZO (Ga-doped ZnO)', 'GaN', 'HfO2', 'In S3; ZnO', 'In2-xGaxO3 (0 ≤ x ≤ 0.6)', 'In2S3', 'Pd', 'Pt', 'TiO2', 'TiO2-ZnO', 'Zn(O,S)', 'Zn1-xMgxO', 'ZnGaO', 'ZnMnO', 'ZnO', 'ZnO (B-doped)', 'ZnO (Ga-doped)', 'ZnO (nitrogen-doped)', 'ZnO (with Al2O3 seed layer)', 'ZnO and Al2O3', 'ZnO on MgO', 'ZnO on SiO2', 'ZnO on TiO2', 'ZnO-ZnS (core-shell) / ZnO', 'ZnO/Al2O3 alloy', 'ZnO1-xSx', 'ZnO:Al', 'ZnO:N', 'ZnO; Al-doped ZnO; SiO-ZnO nanocomposite', 'ZnS', 'ZnSe', 'ZrO2']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,6,11,0,[],4.1666666667,220000.0
materialProperties.crystallinity.characterizationMethod,127,265,51,"['2D-XRD', 'EXAFS, TEM', 'FTIR (transmission FTIR)', 'GI-XRD', 'GIXRD', 'GIXRD, TEM', 'GIXRD, TEM, XPS', 'GIXRD; HRTEM', 'GIXRD; TEM', 'Grazing incidence XRD (GI-XRD)', 'HRTEM and selected-area diffraction (SAD)', 'HRTEM/TEM', 'High-resolution X-ray diffraction (HRXRD)', 'Powder X-ray diffraction (XRD)', 'Raman, photoluminescence (PL), TEM', 'SAED / TEM', 'SEM', 'TEM', 'TEM (HRTEM)', 'TEM and selected area diffraction (SAED)', 'TEM, XRD', 'X-ray diffraction', 'X-ray diffraction (XRD)', 'X-ray diffractometry (XRD)', 'X-ray powder diffraction', 'XANES, XRD', 'XRD', 'XRD (2\x03)', 'XRD (Cu K\x03b1)', 'XRD (Cu-Kα1)', ""XRD (Philips X'Pert MPD and X'Pert MRD high-resolution)"", ""XRD (X'Pert MPD diffractometer)"", 'XRD (described qualitatively in text)', 'XRD (grazing-incidence and symmetrical scans; omega scans)', 'XRD (out-of-plane and GI-XRD)', ""XRD / HR XRD (X'Pert MPD, X'Pert MRD). Rocking curve FWHM (00.2) = 250 arcsec for DEZn"", ""XRD / HR XRD (X'Pert MPD, X'Pert MRD). Rocking curve FWHM (00.2) = 335 arcsec for DMZn"", 'XRD / HRXRD', 'XRD and Raman', 'XRD and TEM', 'XRD, GIXD', 'XRD, GIXRD', 'XRD, HRTEM', 'XRD, HRTEM, SAED', 'XRD, SAED, lattice-resolved TEM', 'XRD, TEM', 'XRD, TEM, 2D GI-WAXD', 'XRD, XRC, TEM', 'double-crystal X-ray diffraction (DC-XRD)', 'in situ x-ray scattering / x-ray reflectivity', 'photoluminescence (PL)']",,
materialProperties.crystallinity.phase,129,266,118,"['(002) peak intensity reduced compared to undoped ZnO (polycrystalline)', '(101) preferred orientation; good crystallinity', 'Al2O3: amorphous; ZnO: crystalline; alloys: amorphous', 'Amorphous or nanocrystalline (intermediate / O-rich bulk composition)', 'Amorphous or nanocrystalline (intermediate / bulk composition)', 'Bi2O3-core: tetragonal single crystal; ZnO-shell: amorphous', 'Epitaxial (002) single orientation', 'Epitaxial, nonpolar (m-plane); monocrystalline for thicker films', 'High crystallinity, preferential (0002) orientation, nearly single-crystal', 'Highly a-axis oriented (100) (Film A)', 'Highly c-axis oriented (002) (Film B)', 'Highly crystalline, c-axis oriented (0001)', 'Highly-ordered-crystalline (bixbyite, preferential (222) orientation)', 'Metallic Pd nanoparticles; PdZn intermetallic observed on ZnO-supported samples', 'Monoclinic HfO2 (111) observed without IPL; amorphous HfO2 observed with ZnO/ZnS IPLs', 'Polycrystalline wurtzite (hexagonal zincite), C-axis (002) orientation', 'Polycrystalline, (002) preferred orientation', 'Polycrystalline, (002) preferred orientation (strong)', 'Polycrystalline, (002) preferred orientation (stronger than non-polar peaks)', 'Polycrystalline, mixed orientations (100), (002), (101)', 'Polycrystalline, preferential (100) orientation', 'Preferred (0001) orientation; (0002) ZnO peak observed', 'Similar to Film A; peaks at (100) and (002) with increased (002) intensity (Film C)', 'Somewhat crystalline (poor crystalline quality) for pentacene; ZnO shows (100) and (002) orientations', 'ZnO: crystalline; Al2O3: amorphous', 'ZnO: polycrystalline above ~10 Å; Al2O3: amorphous', 'ZnS-like (hexagonal/cubic) at interface (higher S content)', 'ZnS-like (hexagonal/cubic) for S-rich (interface composition)', 'amorphous', 'amorphous for <5 ALD cycles; hexagonal, nanocrystalline ZnO for >=5 ALD cycles', 'amorphous-like', 'amorphous; polycrystalline; two-phase (composition dependent)', 'anatase (polycrystalline)', 'anatase TiO2; ZnO (present in core-shell samples)', 'c-axis oriented (high crystallinity)', 'c-axis oriented wurtzite', 'c-axis preferred orientation (0001)', 'c-axis preferred orientation (002)', 'c-plane oriented (wurtzite) epitaxial (annealed, 800 °C)', 'c-plane oriented (wurtzite) epitaxial (as-deposited)', 'columnar (002) crystalline orientation', 'crystalline', 'crystalline hexagonal (wurtzite) ZnO', 'crystalline, highly oriented (c-axis)', 'crystalline; preferred orientations vary with temperature (100 at low T, 002 at high T)', 'cubic (111)', 'cubic (zinc blende)', 'epitaxial', 'epitaxial (0 0 2) single orientation (observed with +10 V bias at 600 °C)', 'epitaxial (c-axis oriented)', 'epitaxial (wurtzite), c-axis aligned with substrate', 'epitaxial, c-axis oriented', 'epitaxial, wurtzite', 'hexagonal (epitaxial)', 'hexagonal (wurtzite)', 'hexagonal ZnO', 'hexagonal ZnO structure', 'hexagonal wurtzite', 'hexagonal wurtzite (JCPDS 36-1451), polycrystalline', 'hexagonal wurtzite (JCPDS 36-1451), polycrystalline; (002) preferred orientation observed for EtOH-based ZnO', 'hexagonal wurtzite (orientation intermediate between (002) and (103))', 'hexagonal wurtzite (polycrystalline)', 'hexagonal wurtzite (polycrystalline); dominant orientation (002)', 'hexagonal wurtzite (polycrystalline); dominant orientation (103)', 'hexagonal wurtzite (polycrystalline); orientation intermediate between (002) and (103)', 'hexagonal wurtzite, (002) preferred orientation', 'hexagonal wurtzite, c-axis oriented (002)', 'hexagonal zincite', 'high crystallinity (crystalline)', 'highly (0001)-oriented', 'insulating (very thin, 1-2 nm)', 'mainly amorphous', 'microcrystalline', 'microcrystalline; primarily (100) orientation', 'monocrystalline', 'monocrystalline (epitaxial)', 'monocrystalline (wurtzite, (00.1) oriented)', 'monocrystalline (wurtzite, c-axis oriented)', 'monocrystalline, hexagonal wurtzite; FWHM (00.2) = 250 arcsec', 'monocrystalline, hexagonal wurtzite; FWHM (00.2) = 335 arcsec', 'nanocrystalline', 'nanocrystalline; random (100 and 002) orientation', 'nearly amorphous (for 7.5% Ga2O3 cycle ratio)', 'polycrystalline', 'polycrystalline (100) texture', 'polycrystalline (dominant orientations reported: (002) at early growth; (100) at larger thicknesses)', 'polycrystalline (hexagonal wurtzite)', 'polycrystalline (hexagonal), preferred c-axis orientation', 'polycrystalline (preferred (100) orientation)', 'polycrystalline (preferred orientation evolves to (002) at higher T)', 'polycrystalline (wurtzite)', 'polycrystalline ZnAl2O4 and amorphous Al2O3 (after 700 °C anneal); polycrystalline ZnO (after 450 °C anneal)', 'polycrystalline wurtzite', 'polycrystalline wurtzite (hexagonal)', 'polycrystalline, (100) textured', 'polycrystalline, 002 textured (preferred orientation)', 'polycrystalline, c-axis preferred orientation (002)', 'polycrystalline, hexagonal wurtzite (P63mc)', 'polycrystalline, preferred (100) orientation', 'polycrystalline; negligible preferential orientation', 'polycrystalline; preferred orientation varies from (100) at 25 °C to (002) at higher temperatures', 'polycrystalline; weak c-axis preferential orientation', 'poorly crystallized', 'predominant (002) preferred orientation (polycrystalline with (002) peak)', 'preferred (0 0 2) orientation (improved with +10 V bias at 300 °C)', 'primarily amorphous with a weak ZnO (100) diffraction peak', 'reduced crystallinity; nanocrystalline or amorphous tendency with increasing N', 'strong (0 0 2) preferred orientation (electric field slightly increased (0 0 2) intensity at 130 °C)', 'strongly (002) textured', 'textured (orientation changes from 100 at low T to 002 at high T)', 'three-dimensional growth; often low growth rate', 'varied; minimum at x ~ 0.4-0.6', 'wurtzite', 'wurtzite (hexagonal)', 'wurtzite (preferred (002) orientation)', 'wurtzite (preferred orientations (100) and (101))', 'wurtzite ZnO (ZnO-like) for Mg content up to x~0.2; two-phase ZnO- and MgO-like for higher x; cubic rock-salt MgO-like for high x', 'wurtzite ZnO and zinc-blende ZnS (polycrystalline)']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,19,36,0,[],600000000000000.0,3.9e+26
materialProperties.electricalProperties.characterizationMethod,30,59,24,"['Four-point probe', 'Four-point probe; Hall measurements', 'Hall Van der Pauw', 'Hall effect (Ecopia HM-S5000)', 'Hall effect (Ecopia HMS-3000)', 'Hall effect (Van der Pauw), RH2035 PhysTech system, permanent magnet 0.426 T', 'Hall effect (dc four-probe, up to 1.3 T)', 'Hall effect (van der Pauw)', 'Hall effect measurement', 'Hall effect measurements (Van der Pauw configuration)', 'Hall measurement', 'Hall measurement (not fully specified)', 'Hall measurement (van der Pauw)', 'Hall measurements', 'Hall measurements (HMS-2000, Ecopia)', 'Hall measurements (RH2035 Phys-Tech GmbH)', 'Hall measurements (Van der Pauw)', 'Hall measurements (indium contacts)', 'Hall measurements (van der Pauw)', 'Hall-effect', 'Hall-effect measurement', 'Van der Pauw / Hall-effect measurements', 'electrical measurements', 'four-point probe']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,19,37,0,[],0.2,174.0
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,17,31,0,[],6.9e-06,1000.0
materialProperties.filmComposition.atomicRatio.characterizationMethod,56,130,32,"['AES', 'AES depth profile', 'AES; SIMS depth profiling', 'Auger electron spectroscopy (AES)', 'EDS', 'EDS (FE-SEM) Zn profile', 'EDS mapping', 'EDS point scanning', 'EDX', 'EDX / TEM-EDX', 'HR-RBS', 'ICP-AES', 'Inductively coupled plasma atomic emission spectroscopy (ICP-AES)', 'RBS', 'RBS/NRA', 'Rutherford backscattering (RBS)', 'SIMS', 'SIMS depth profiling', 'TEM-EDS', 'TOF-ERDA', 'X-ray diffraction (XRD)', 'XPS', 'XPS (core level O 1s analysis)', 'XPS (interface composition inferred from Zn Auger parameter and XRF)', 'XPS (survey scans, corrected for adventitious carbon)', 'XPS and EDS', 'XPS, EDS', 'XPS; ICP-AES', 'XRF', 'XRF (calibrated by RBS)', 'XRF/XRR', 'x-ray fluorescence (XRF)']",,
materialProperties.filmComposition.atomicRatio.elements,118,430,17,"['Al', 'C', 'Co', 'Ga', 'Hf', 'In', 'Mg', 'Mn', 'N', 'Not Found', 'O', 'Pt', 'S', 'Se', 'Ti', 'Zn', 'Zr']",,
materialProperties.filmComposition.atomicRatio.value,37,96,21,"['0.38:0.62', '0.3:1', '0.41:0.59', '0.45:0.55', '0.49:0.51', '0.55:0.45', '0.76-0.88:1', '0.7:1', '0.8:1', '0.92:1', '0.9:1', '1-x:x:O', '1.155:1', '1.179:1', '1.184:1', '1.192:1', '1.3:1', '1:0.86', '1:0.87', '1:1', '2-x:x:3']",0.92,1.04
materialProperties.filmComposition.elementalConcentration.characterizationMethod,72,154,42,"['AES', 'AES depth profile', 'AES; SIMS depth profiling', 'Auger electron spectroscopy (AES)', 'Derived from ALD cycle distribution (49:1)', 'Dynamic secondary ion mass spectrometry (SIMS, CAMECA IMS-6F)', 'EDS', 'EDS (FE-SEM) Zn profile', 'EDS mapping', 'EDS point scanning', 'EDX', 'EDX (TEM-EDX)', 'Energy-dispersive X-ray spectroscopy (EDS)', 'HR-RBS', 'ICP-AES', 'Inductively coupled plasma atomic emission spectroscopy (ICP-AES)', 'RBS', 'RBS/NRA', 'SIMS', 'SIMS (for H profiling)', 'SIMS and XPS', 'SIMS, XRD, SQUID, electron probe microanalysis', 'SIMS; XPS', 'Secondary ion mass spectrometry (SIMS)', 'TEM-EDS', 'TOF-ERDA', 'TOF-SIMS and XANES', 'X-ray photoelectron spectroscopy (XPS)', 'XPS', 'XPS (surface)', 'XPS (survey scans)', 'XPS and EDS', 'XPS survey', 'XPS, EDS', 'XPS, ICP-AES', 'XPS; ICP-AES', 'XRF', 'XRF (Philips PW 1480 WDS, Rh-excitation); data analyzed with Uniquant 4.34 using DJ Kappa model', 'XRF (calibrated by RBS)', 'XRF calibrated by ICP', 'XRF calibrated with XRR (XRF/XRR)', 'x-ray fluorescence (XRF)']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,18,29,0,[],1.0,57.2
materialProperties.filmDensity.characterizationMethod,12,33,9,"['EDX', 'QCM mass measurements combined with film thickness measurements (ellipsometry and stylus profilometry)', 'Spectroscopic ellipsometry (SE)', 'X-ray reflectivity', 'XRR', 'calculated from film thickness', 'ellipsometry', 'indirectly estimated by wet etching tests (dilute HF)', 'wet etching test (dilute HF)']",,
materialProperties.filmDensity.value.quantityValue.numericValue,5,19,0,[],2.7,5200.0
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,30,54,0,[],3.1,4.38
materialProperties.opticalProperties.characterizationMethod,32,51,27,"['Diffuse transmittance UV-1000S (Tauc-plot / UV-Vis diffuse reflectance)', 'Ellipsometry', 'PL', 'Photoluminescence (PL)', 'Photoluminescence (PL) at 20 K', 'Reported in text as ~3.4 eV at room temperature', 'SPV/PL', 'Spectroscopic ellipsometry (580 nm)', 'Tauc plot (UV-Vis transmission)', 'Tauc plot (UV-Vis)', 'Tauc plot (UV-vis)', 'Tauc plot (from absorption extrapolation)', 'Tauc plot from UV-Vis transmission', 'Tauc plot, UV-Vis', 'Tauc plot, UV-vis', 'UV-Vis', 'UV-Vis (Hitachi U-2000) for transmittance/reflectance', 'UV-Vis (transmittance)', 'UV-Vis absorption', 'UV-Vis spectroscopy (Tauc plot from transmission)', 'UV-Vis transmission/reflectance (Perkin Elmer Lambda 900 dual beam spectrophotometer)', 'UV-Vis transmittance (double-beam spectrophotometer)', 'UV-visible absorption (Tauc plot)', 'absorption onset from transmission (UV-Vis)', 'ellipsometry / UV-Vis (ellipsometry reported in Experimental)', 'optical transmission', 'thin film measurement system']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,4,8,0,[],1.52,2.0
materialProperties.roughness.characterizationMethod,68,137,18,"['AFM', 'AFM (Multimode SPM, Digital Instruments)', 'AFM, STM', 'Atomic force microscopy (AFM)', 'Effective medium approach (ellipsometry model)', 'FE-SEM/TEM', 'FESEM', 'SEM', 'SEM (Hitachi SU-70)', 'SEM / STEM', 'SEM, TEM', 'SEM/AFM', 'SEM/TEM', 'TEM/SEM', 'XRR (fitting of XRR data)', 'XRR, ellipsometry', 'surface roughness measurements', 'x-ray reflectivity, AFM']",,
materialProperties.roughness.value.quantityValue.numericValue,32,60,0,[],0.24,32.32
materialProperties.uniformity.variation.quantityValue.numericValue,4,8,0,[],0.57,29.0
otherAspects.filmStability,11,24,0,[],0.0,1.0
otherAspects.reproducibility,20,40,0,[],0.0,1.0
otherAspects.safety,2,7,2,"['BDMPZ is described as a thermally stable, volatile, nonpyrophoric zinc precursor and a safer alternative to pyrophoric DEZ.', 'Zn(acac)2 is described as nontoxic and stable in air; DEZ (a common Zn precursor) is pyrophoric.']",,
processParameters.deliveryMethod,39,82,41,"['AB sequence pulsing (precursor/co-reactant pulses)', 'ALE (atomic layer epitaxy)', 'DMZ delivered from a temperature-controlled bubbler; Ar carrier gas', 'DMZ/Ar and O2 streams mixed and delivered through a showerhead', 'In-situ PEALD with O2 plasma', 'Pneumatic valve pulsing (computer controlled)', 'Precursor pulsed without carrier gas (5 × 150 ms precursor pulses with 100 ms gaps)', 'Precursors administered via room-temperature vapor pressure; flow limited by manual needle valves and controlled with pneumatic valves (Labview).', 'Pulsed precursor exposures with extended timing sequence for high surface area substrates (t1-t2-t3-t4)', 'Pulsed precursor exposures with timing sequence t1-t2-t3-t4', 'Pulsed thermal delivery (standard ALD pulsing sequence)', 'Pulses of the reactive precursors are injected into the nitrogen carrier gas flow using computer-controlled solenoid valves.', 'RPE-LICVD', 'Vapor-phase DEZ injection (no carrier gas); O3 from ozone generator', 'alternating pulsed exposure via separate stainless-steel bubblers (pulsed precursor dosing and O2 plasma)', 'alternating pulsed gas dosing via separate inlet lines and nozzles', 'ambient-temperature vapor pulsing into viscous flow tube reactor', 'bubbler', 'bubbler (precursor maintained at 70 °C in bubbler cylinder)', 'bubbler (precursor maintained at 70 °C)', 'bubbler (temperature-controlled)', 'carrier-gas assisted vapor delivery (argon)', 'cross-flow', 'effusion (precursors admitted by effusion at room temperature; MgCp2 sublimation/transport)', 'fixed-bed powder fixture in a viscous flow reactor', 'flow of precursors due to room-temperature vapor pressure; flow rates limited by manual needle valves', 'flow reactor', 'flow type', 'gas flow', 'hot-wall flow-type', 'manifold head with shielding gas', 'modified CVD system (pulsed ALD, periodic valve switching)', 'sequential gas admission using computer-controlled bellows and multiposition valves (trapped-volume expansion)', 'sequential precursor dosing with purging', 'sequential pulsed precursor dosing with nitrogen purging', 'spatial ALD', 'transverse flow', 'vapor delivery carried by carrier gas (N2)', 'vapor delivery from room-temperature precursor vapor pressure (manual flow adjustment using needle valves)', 'vapor-phase: Zn(acac)2 sublimed at 120 °C and carried by N2 into a flow-type powder ALD reactor', 'viscous flow']",,
processParameters.plasmaPower.quantityValue.numericValue,15,42,0,[],60.0,2500.0
processParameters.pressure.quantityValue.numericValue,66,127,0,[],3.75e-08,760.0
processParameters.reactor.manufacturer,48,106,26,"['ASM Microchemistry', 'ASM Microchemistry Ltd', 'ASM Microchemistry Ltd.', 'ASM-Microchemistry', 'ASM-Microchemistry Ltd', 'Beneq', 'CN-1 Co.', 'CN1 Atomic Premium', 'Cambridge NanoTech', 'Cambridge NanoTech Company', 'Cambridge NanoTech; Microchemistry', 'Cambridge Nanotech', 'Cambridge Nanotech Inc.', 'Daeki high-tech', 'Ever-tek', 'Maxtek', 'Microchemistry', 'Microchemistry (Espoo, Finland)', 'Microchemistry Ltd', 'Microchemistry Ltd.', 'Microchemistry Ltd., Finland', 'Microchemistry, Ltd.', 'Picosun', 'Picosun Oy', 'Picosun, Finland', 'SYSKEY Ltd., Taiwan']",,
processParameters.reactor.name,93,199,75,"['4 in travelling wave-type ALD reactor', 'ALD flow reactor', 'ASM F-120', 'Beneq TFS 200', 'Beneq TFS-500', 'Cambridge NanoTech Savannah 100; Microchemistry F-120', 'Cambridge Nanotech ALD system', 'ECR plasma chamber', 'F-120', 'F-120 (flow-type ALD reactor, powder chamber)', 'F-120 ALD reactor', 'F-120 ALE', 'F-120 ALE reactor', 'F-120 SAT ALCVD reactor', 'F-120 traveling wave reactor', 'F-450', 'F-450 ALE-system', 'F120', 'F120 ALE reactor', 'Fluidized bed reactor', 'Fluidized bed reactor (6.3 cm diameter)', 'Genitech MP-1000', 'Inductively heated quartz reactor', 'M-120', 'Maxtek PM 400 quartz monitor (quartz crystal inserted in reaction chamber)', 'Microchemistry F-120', 'Microchemistry F-120 ALE reactor', 'NCD D-100', 'Oxford OpAL', 'Picosun R-200', 'Plus-100', 'Plus-100 traveling wave-type ALD reactor', 'R200 advanced', 'SUNALE R75 (hot-wall flow-type ALD reactor)', 'Savannah 100', 'Savannah-100', 'Savannah-100; F-120', 'Sunale R-200', 'TFS-200', 'Viscous flow reactor', 'YUNMOQBT-T ALD reactor', 'chemical vapor atomic layer deposition (CVALD) deposition chamber', 'continuous flow ALD reactor described elsewhere', 'custom built warm wall reactor', 'custom viscous flow atomic layer deposition reactor (inside diameter = 5 cm)', 'custom-built direct plasma ALD reactor', 'custom-built hot-wall viscous flow reactor', 'custom-built hotwall viscous flow tube reactor', 'custom-built shower head PEALD reactor (13.56 MHz ECWR oxygen plasma)', 'custom-built viscous flow reactor', 'custom-made ALD chamber (travelling wave mode)', 'custom-made hot-wall stainless tube reactor (1.5 in. diameter)', 'custom-made hot-wall two-inch diameter flowtube reactor', 'fluidized bed reactor (6.3 cm diameter)', 'fluidized bed reactor (FBR)', 'home-built hot-wall stainless steel tube reactor', 'home-made hotwall-type ALD chamber', 'homemade transverse flow type ALD reactor (hot-wall thermal ALD)', 'horizontal wall reactor', 'horizontal-type quartz hot-wall reactor', 'inductively heated quartz reactor', 'lateral flow-type thermal ALD reactor (Atomic Classic, CN-1)', 'parallel plate, capacitively coupled system', 'parallel plate, capacitively-coupled reactor', ""prototype F-450, traveling-wave type hot wall reactor for substrate as large as 12'' × 16''"", 'remote VHF ICP module', 'rotary ALD reactor', 'showerhead-type ALD reactor', 'showerhead-type ALD reactor equipped with direct plasma generator', 'showerhead-type ALD reactor with direct plasma generator', 'showerhead-type ALD reactor with direct plasma generator (CN1 Atomic Premium)', 'stainless steel chamber with 11.4-cm-diameter heated area and an 11.4-cm aluminum RF electrode; electrode spacing 2.5 cm', 'stainless steel growth chamber', 'travelling wave F-120 ALE reactor', 'viscous flow reactor']",,
