property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,4,5,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,4,5,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[1].coReactantFlow.quantityValue.numericValue,2,3,0,[],0.0,60.0
processParameters.thicknessControl.flowRates.[1].compound,2,3,2,"['DMeZn', 'ZnO']",,
processParameters.thicknessControl.flowRates.[1].precursorFlow.quantityValue.numericValue,2,3,0,[],0.0,60.0
processParameters.thicknessControl.flowRates.[1].purgingGasFlow.quantityValue.numericValue,2,3,0,[],0.0,60.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,3,3,0,[],100.0,750.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,3,4,0,[],200.0,2000.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,6,7,3,"['DEtZn', 'ZnO', 'ZnS']",,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,6,7,0,[],0.13,3.13
processParameters.thicknessControl.growthPerCycle.values.[1].compound,3,4,3,"['DMeZn', 'ZnO', 'ZnS']",,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,3,4,0,[],0.14,2.56
processParameters.thicknessControl.nucleationPeriod.quantityValue.numericValue,2,2,0,[],0.0,10.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,5,6,0,[],1.0,400.0
processParameters.thicknessControl.purgeTime.[0].compound,5,6,4,"['DEtZn', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,5,6,0,[],1.0,400.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,2,3,0,[],8.0,15.0
processParameters.thicknessControl.purgeTime.[1].compound,2,3,2,"['DMeZn', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,2,3,0,[],8.0,15.0
processParameters.thicknessControl.saturation,8,10,0,[],0.0,1.0
reactantSelection.carrierGas,4,5,3,"['N2', 'Nitrogen', 'nitrogen']",,
reactantSelection.coReactant.[0].coReactant,8,10,6,"['H2O', 'H2S', 'Water', 'deionized water', 'hydrogen sulfide', 'water']",,
reactantSelection.coReactant.[0].compound,8,10,3,"['ZnO', 'ZnO_xS_1-x', 'ZnS']",,
reactantSelection.coReactant.[1].coReactant,1,2,1,['H2O'],,
reactantSelection.coReactant.[1].compound,1,2,1,['ZnO'],,
reactantSelection.precursor.[0].compound,8,10,3,"['ZnO', 'ZnO_xS_1-x', 'ZnS']",,
reactantSelection.precursor.[0].precursor,8,10,7,"['DEZ', 'DEtZn', 'DMZn', 'Dimethyl zinc (DMZn)', 'diethylzinc (DEZn)', 'dimethylzinc', 'zinc acetate']",,
reactantSelection.precursor.[1].compound,6,8,2,"['ZnO', 'ZnS']",,
reactantSelection.precursor.[1].precursor,6,8,5,"['DEZn', 'DMZ', 'DMeZn', 'Diethyl zinc (DEZn)', 'diethylzinc (DEZn)']",,
reactantSelection.precursor.[2].compound,3,4,2,"['Al', 'ZnO']",,
reactantSelection.precursor.[2].precursor,3,4,3,"['DMZn', 'Trimethyl aluminum (TMAl)', 'dimethylzinc (DMZn)']",,
reactantSelection.precursor.[3].compound,1,2,1,['ZnO'],,
reactantSelection.precursor.[3].precursor,1,2,1,['DEZn'],,
reactantSelection.purgingGas,7,9,4,"['N2', 'Nitrogen', 'inert gas', 'nitrogen']",,
