property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
materialProperties.uniformity.variation.quantityValue.numericValue,2,2,0,[],1.0,80.0
otherAspects.filmStability,6,6,0,[],1.0,1.0
otherAspects.reproducibility,6,6,0,[],1.0,1.0
processParameters.deliveryMethod,4,7,4,"['Remote plasma', 'alternating exposure', 'alternatively injected into the reactor', 'shower-head-type reactor']",,
processParameters.plasmaPower.quantityValue.numericValue,9,12,0,[],0.0,2500.0
processParameters.pressure.quantityValue.numericValue,5,5,0,[],1.0,100.0
processParameters.reactor.manufacturer,2,2,1,['Picosun'],,
processParameters.reactor.name,5,5,5,"['Genitech MP-1000', 'Picosun R-200', 'R200 advanced', 'YUNMOQBT-T ALD reactor', 'cold-wall-type remote ALD chamber']",,
processParameters.substrate,10,13,10,"['5 in. p-type Si(100)', 'ALD Al2O3 (50 nm/Si 001)', 'Corning glass', 'Polyethersulfone (PES)', 'Polyethylene terephthalate (PET)', 'Si', 'Si (100)', 'Si wafer, glass', 'Single side polished silicon (100)', 'sapphire Al2O3 (0001) and p-type silicon wafers']",,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,5,5,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,3,3,0,[],1.0,14.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,3,3,3,"['Ga2O3', 'Zn-Al-O', 'ZnO']",,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,3,3,0,[],1.0,1.0
processParameters.supercycleDesign.subcycleSequence,6,10,6,"['Ga', 'Ga2O3', 'In', 'Not Found', 'Zn-Al-O', 'ZnO']",,
processParameters.temperature.quantityValue.numericValue,10,13,0,[],25.0,250.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,8,8,0,[],1.5,28.0
processParameters.thicknessControl.dosingTime.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,9,12,0,[],0.2,100.0
processParameters.thicknessControl.dosingTime.[1].coReactant.quantityValue.numericValue,2,2,0,[],24.0,28.0
processParameters.thicknessControl.dosingTime.[1].compound,2,2,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,2,2,0,[],0.2,0.3
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,6,6,0,[],20.0,175.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,8,11,0,[],20.0,380.0
processParameters.thicknessControl.flowRates.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,7,10,0,[],5.0,120.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,7,10,0,[],20.0,100.0
processParameters.thicknessControl.flowRates.[1].coReactantFlow.quantityValue.numericValue,2,2,0,[],380.0,380.0
processParameters.thicknessControl.flowRates.[1].compound,2,2,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.flowRates.[1].precursorFlow.quantityValue.numericValue,2,2,0,[],120.0,120.0
processParameters.thicknessControl.flowRates.[1].purgingGasFlow.quantityValue.numericValue,1,1,0,[],80.0,80.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,6,6,0,[],20.0,175.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,5,5,0,[],150.0,1750.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,9,9,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,4,4,0,[],0.06,2.2
processParameters.thicknessControl.growthPerCycle.values.[1].compound,2,2,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,2,2,0,[],0.1,0.65
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,8,8,0,[],0.5,12.0
processParameters.thicknessControl.purgeTime.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,9,12,0,[],3.0,10.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,2,2,0,[],4.0,4.0
processParameters.thicknessControl.purgeTime.[1].compound,2,2,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,2,2,0,[],4.0,6.0
processParameters.thicknessControl.saturation,11,14,0,[],0.0,1.0
reactantSelection.carrierGas,9,12,4,"['Ar', 'Argon', 'N2', 'Nitrogen (N2)']",,
reactantSelection.coReactant.[0].coReactant,10,13,5,"['O2', 'O2 plasma', 'Oxygen (O2)', 'Oxygen plasma', 'oxygen plasma']",,
reactantSelection.coReactant.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
reactantSelection.coReactant.[1].coReactant,4,4,3,"['O2', 'O2 plasma', 'water vapor']",,
reactantSelection.coReactant.[1].compound,4,4,3,"['Al2O3', 'Ga2O3', 'ZnO']",,
reactantSelection.coReactant.[2].coReactant,1,1,1,['O2 plasma'],,
reactantSelection.coReactant.[2].compound,1,1,1,['Al2O3'],,
reactantSelection.precursor.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
reactantSelection.precursor.[0].precursor,10,13,9,"['(dimethylbutylamino)trimethylindium (DATI), trimethylgallium (TMG)', 'DEZ (Epichem adduct grade)', 'Diethyl zinc', 'Diethylzinc', 'Diethylzinc (DEZ)', 'Diethylzinc (DEZn)', 'TMG', 'diethylzinc (DEZ)', 'diethylzinc (DEZ, 99.9999%)']",,
reactantSelection.precursor.[1].compound,5,5,4,"['Al2O3', 'Ga2O3', 'Zn-Al-O', 'ZnO']",,
reactantSelection.precursor.[1].precursor,5,5,5,"['DEZ', 'diethyl zinc (DEZ)', 'trimethylaluminium (TMA, 99.9999%)', 'trimethylaluminum (TMA)', 'trimethylgallium (TMGa)']",,
reactantSelection.precursor.[2].compound,1,1,1,['Al2O3'],,
reactantSelection.precursor.[2].precursor,1,1,1,['trimethylaluminum (TMA)'],,
reactantSelection.purgingGas,10,13,4,"['Ar', 'Argon', 'N2', 'Nitrogen (N2)']",,
