property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
deviceProperties.deviceStructure,68,147,55,"['BGTC (bottom-gate top-contact)', 'Back-gate (bottom-gate) top-contact FETs; also globally-gated top-gate devices with HfO2 dielectric (stacked TeO2/Te on SiO2/Si described)', 'Bottom-gate (p-type Si with 100 nm SiO2) device with Pt and Mo S/D electrodes; bilayer IGZO (ALD front-channel + sputtered back-channel)', 'Bottom-gate IGZO TFT; ITO gate electrode, Al2O3 gate insulator, ITO source/drain (devices fabricated on Si/100 nm SiO2)', 'Bottom-gate bottom-contact (BGBC)', 'Bottom-gated (BG) TFT with ALD-grown IGZO channel, Ti source/drain electrodes, 30 nm thermally grown SiO2 gate dielectric', 'CAA (4F 2)', 'Dual-gate IGZO thin-film transistor (DG-TFT); top Al2O3 dielectric; bottom HfO2 on heavily p-doped Si; Ni/Au source-drain and gate stacks', 'MIS stacks with Al electrodes on IGZO/SiO2/Si (used for I-V measurements)', 'MIS stacks: IGZO / SiO2 / Si with thermally evaporated Al top electrodes (circular pads)', 'Nanoscale mesa-shaped vertical-channel VTFT (W = 20 μm, L = 150 nm)', 'Nanoscale mesa-shaped vertical-channel VTFT (W = 20 μm, L = 150 nm), bilayer channel (3 nm prompt B + 12 nm prime A)', 'Planar or failed-to-turn-on device (device PB did not show sound turn-on characteristics)', 'Self-aligned coplanar TFT', 'Staggered bottom-gate, top-contact TFT; channel: 20 nm IGZO on thermally grown SiO2 (100 nm)/p++ Si; W/L = 40/20 µm', 'Staggered top-gate (TG) FET', 'TG-BC IGZO TFT on PI substrate', 'Top-gate (TG) field-effect transistor, gate-last process; devices with W_CH × L_TG = 80 × 40 nm^2', 'Top-gate bottom-contact (TG-BC) IGZO TFT', 'Top-gate bottom-contact (TG-BC) IGZO TFT on PI substrate', 'Top-gate bottom-contact (TG-BC) PEALD-IGZO TFT', 'Top-gate bottom-contact transistor (top-gate, bottom-contact); channel W=40 µm, L=20 µm', 'Top-gate staggered a-IGZO TFT on glass substrate', 'Top-gate staggered a-IGZO TFT on glass substrate (buffer/IGZO/GI)', 'Top-gate staggered structure', 'Top-gate-bottom-contact (TGBC) TFT', 'Vertical channel-all-around (CAA) IGZO FET', 'Vertical channel-all-around (CAA) IGZO FET (examples: CD = 4 µm, L = 50 nm; also CD = 130 nm devices reported)', 'Vertical channel-all-around (CAA) IGZO FET with recessed S/D', 'Vertical channel-all-around (CAA) IGZO FET, stackable', 'Vertical channel-all-around (CAA) IGZO TFT (IGZO-saturation channel)', 'Vertical channel-all-around (CAA) IGZO TFT (IGZO-unsaturation channel)', 'Vertical-channel thin-film transistor (VTFT), LCH = 150 nm (SiO2 spacer)', 'back-gate IGZO transistor (10 nm IGZO channel, 5 nm Al2O3 gate insulator, channel length 20 μm)', 'bottom-gate', 'bottom-gate IGZO TFT', 'bottom-gate top-contact', 'bottom-gate, staggered structure', 'bottom-gate, top-contact', 'coplanar, bottom-gate, OSs-channel FET (In2O3/IGO/IGZO) with ITO gate and source/drain', 'glass/ITO/SiO2/IGZO/ITO', 'glass/ITO/SiO2/IGZO/ITO (transparent TFT stack); gate electrode ITO, gate insulator SiO2, active IGZO, S/D ITO', 'mesa-shaped vertical-channel VS-TFT', 'p++-doped silicon wafer gate (bottom-gate); ONO charge-trap stack', 'staggered bottom-gate, top-contact (bottom-gate top-contact)', 'top-gate', 'top-gate VTFT with PECVD-grown SiO2 spacer', 'top-gate VTFT with spin-coated PI spacer and active-cut structure', 'top-gate bottom-contact', 'top-gate bottom-contact (TG-BC)', 'top-gate bottom-contact (TGBC)', 'top-gate bottom-contact TFT', 'top-gate staggered', 'top-gate-bottom-contact', 'vertical channel-all-around (CAA) thin-film transistor; channel length 65 nm']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,56,110,0,[],0.003,245.06
deviceProperties.onOffRatio.quantityValue.numericValue,24,40,0,[],15.0,1666666666666.6667
deviceProperties.subthresholdSwing.quantityValue.numericValue,59,113,0,[],58.1,2600.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,51,100,0,[],-25.0,5.02
materialProperties.chemicalComposition,70,149,31,"['AZO', 'Al2O3', 'HfO2', 'IGZO', 'In-Ga-O (IGO)', 'In-Ga-Zn-O', 'In-Ga-Zn-O (IGZO)', 'In-Ga-Zn-O (IGZO) bilayer (3 nm B on 12 nm A)', 'In0.24Ga0.58Zn0.18O', 'In0.25Ga0.26Zn0.49O', 'In0.31Ga0.28Zn0.41O', 'In0.38Ga0.18Zn0.44O', 'In0.41Ga0.35Zn0.24O', 'In0.42Ga0.15Zn0.43O', 'In0.45Ga0.15Zn0.40O', 'In0.52Ga0.18Zn0.30O', 'In0.60Ga0.21Zn0.19O', 'In0.60Ga0.40Zn0O', 'In0.68Ga0.10Zn0.22O', 'In0.75Ga0.25Zn0O', 'InGaO', 'InGaZnO', 'InGaZnO (AO-IGZO)', 'InGaZnO (IGZO)', 'InGaZnOx', 'InZnO', 'InZnO/InGaZnO', 'SiO2', 'SiO2 (N-doped)', 'TeO2/Te', 'a-IGZO']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,1,5,0,[],5.5,5.5
materialProperties.crystallinity.characterizationMethod,35,70,16,"['GI-XRD', 'GI-XRD; TEM (FFT)', 'GIXRD', 'GIXRD and TEM (SAED)', 'GIXRD, HRTEM', 'GIXRD, HRTEM (SADP)', 'Raman, TEM, XRD', 'STEM (HAADF), FFT/inverse-FFT, GIWAXS, TEM', 'TEM', 'TEM, XRD', 'XRD', 'XRD, GI-WAXS, TEM', 'XRD, GIWAXS', 'XRD, GIWAXS, HRTEM', 'XRD, HRTEM', 'XRD, TEM']",,
materialProperties.crystallinity.phase,52,102,18,"['Amorphous (base layer and bilayer stack); polycrystalline (boost layer — cubic bixbyite In2O3)', 'Atomically-ordered InO / GaZnO layers within an amorphous matrix', 'Composition-dependent (amorphous, hexagonal-ZnO, cubic-In2O3, polycrystalline cubic-In2O3)', 'Composition-dependent: amorphous (Ga-rich), hexagonal ZnO (Zn-rich), cubic In2O3 (In-rich); polycrystalline and nanocrystalline observed', 'Cubic (bixbyite), highly c-axis-aligned C(222) after 800 °C anneal', 'Highly oriented crystalline (c-axis-aligned) at high annealing temperatures (>600 °C); amorphous at as-deposited/low temperatures', 'Nearly amorphous, nanocrystalline', 'TeO2: amorphous; Te: polycrystalline', 'amorphous', 'amorphous / noticeably decreased crystallinity', 'bixbyite-like (observed for high In content samples)', 'c-axis-aligned crystalline (CAAC) IGZO (dominant at high annealing temperature, e.g., 700 °C)', 'cubic structure; c-axis-aligned crystallinity reported', 'mixture of random orientation In2O3 and c-axis-aligned IGZO (broad scattering ring observed at q ≈ 2.1 Å⁻¹ for 400 °C)', 'nearly amorphous, nanocrystalline', 'nearly amorphous, nanocrystalline (with indications of slight segregation in some compositions)', 'polycrystalline (cubic In2O3 peaks present)', 'reduced crystallinity (more amorphous than Type A)']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,4,7,0,[],4.7e+18,5.6e+26
materialProperties.electricalProperties.characterizationMethod,11,18,9,"['Conductivity and TFT analysis (I-V)', 'Hall effect (van der Pauw)', 'Hall measurement', 'Hall measurements', 'Hall measurements (HMS-3000, Ecopia)', 'Hall measurements (van der Pauw) / stated in text', 'Hall measurements (where applicable)', 'Hall-effect measurement', 'MIM / electrical characterization (reported)']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,2,3,0,[],19.4,33.2
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,1,1,0,[],0.000288,0.000288
materialProperties.filmComposition.atomicRatio.characterizationMethod,47,102,22,"['ALD subcycle ratio (12:1:1 of In2O3:ZnO:Ga2O3)', 'Designed from subcyclic ratio (TEIn:In-Ga:DEZn = 0:2:2)', ""ED-XRF (ARL QUANT'X)"", 'EDX', 'EDX and XPS (In 4d, Ga 3d, Zn 3d)', 'EDX and XPS (In 4d, Ga 3d, Zn 3d); note: measured actual ratios deviate (see Table 2)', 'ICP-MS', 'RBS', 'RBS/ERD', 'X-ray fluorescence', ""X-ray fluorescence (Quan'X EDXRF, Spectrace Co.)"", 'XPS', 'XPS (In 4d, Ga 3d, Zn 3d after 35 s sputtering)', 'XPS / Table 1', 'XPS Depth Profile Analysis', 'XPS depth profile analysis', 'XPS depth profiles', 'XPS depth profiling', 'XRF', 'XRF (Table 1, bilayer average: In 60 at%, Ga 21 at%, Zn 19 at%)', 'XRF (calibrated by proton-induced X-ray emission)', 'XRF (converted to at.%)']",,
materialProperties.filmComposition.atomicRatio.elements,69,409,9,"['Al', 'Ga', 'Hf', 'In', 'Not Found', 'O', 'Si', 'Te', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,54,114,68,"['0.17:0.45:0.38', '0.22:0.25:0.53', '0.24:0.58:0.18', '0.25:0.26:0.49', '0.2:1.0:1.2', '0.31:0.18:0.51', '0.31:0.28:0.41', '0.38:0.18:0.44', '0.41:0.35:0.24', '0.42:0.15:0.43', '0.45:0.15:0.40', '0.52:0.18:0.30', '0.56-0.63:0.13-0.17:0.17-0.34', '0.60:0.40:0', '0.60:0.40:0.00', '0.68:0.10:0.22', '0.75:0.25:0', '0.75:0.25:0.00', '0.7:1.0:1.4', '0.7:1.0:1.8', '0.9:1.6:1', '1.00:1.97:2.23', '1.00:2.24:2.80', '1.0:0.7:1.5', '1.0:1.0:1.1', '1.0:1.0:2.4', '1.0:1.1:2.3', '1.0:2.8:5.4', '1.4:1.0:2.0', '1.4:1:2', '1.6:1.7:1', '10:4:5', '12:1:1', '18.23:13.34:17.55', '1:1', '1:1.53', '1:1.64', '1:1.82', '1:1:1', '1:1:1.6', '1:1:1:4', '1:1:3', '1:2', '1:2.1:3.9', '2.1:1.8:1', '2.6:1.7:1', '2.8:1.7:1', '20.1:28.5:51.3', '20:8:72', '24.35:9.54:13.29', '28.74:7.22:9.39', '2:1', '2:1:1', '2:1:1.3', '2:3', '3:1:1', '3:2', '3:2:1', '40.36:36.66:22.98', '47.6:11.6:40.8', '4:1', '50:34:16', '5:1:1', '5:1:3', '60:21:19', '71.2:7.8:21.0', '7:1', '7:1:1']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,51,111,20,"[""ED-XRF (ARL QUANT'X)"", 'EDS', 'EDS (mapping) / Not Found', 'EDX', 'EDX / XPS (see Table 2)', 'ERD', 'ICP-MS', 'RBS/ERD', 'X-ray fluorescence', ""X-ray fluorescence (Quan'X EDXRF, Spectrace Co.)"", 'XPS', 'XPS Depth Profile Analysis', 'XPS depth profile analysis', 'XPS depth profiles', 'XPS depth profiling', 'XPS; EDX', 'XRF', 'XRF (ZSX Primus II), calibrated by proton-induced X-ray emission', 'XRF (atomic percentages calculated from XRF)', 'XRF (converted to atomic %, calibrated via proton-induced X-ray emission)']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,12,20,0,[],0.7,83.8
materialProperties.filmDensity.characterizationMethod,17,42,3,"['GI-XRR', 'GIXRR (XRR)', 'XRR']",,
materialProperties.filmDensity.value.quantityValue.numericValue,14,27,0,[],2.03,6550.0
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,7,14,0,[],2.67,3.81
materialProperties.opticalProperties.characterizationMethod,10,21,9,"['REELS', 'SE (reported RI at 550 nm)', 'Spectroscopic ellipsometry (SE)', 'Spectroscopic ellipsometry (Tauc plot / extrapolation described)', 'Spectroscopic ellipsometry (Tauc plot)', 'UV spectrophotometer', 'UV-Vis (Tauc plot)', 'UV-Vis (Tauc/UV-Vis)', 'spectroscopic ellipsometer (SE)']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,2,2,0,[],1.63,1.63
materialProperties.roughness.characterizationMethod,25,55,5,"['AFM', 'AFM (root-mean-square roughness, Rq). Bilayer Rq = 0.67 nm (base 0.21 nm, boost 1.12 nm).', 'FE-SEM', 'GIXRR', 'XRR']",,
materialProperties.roughness.value.quantityValue.numericValue,14,23,0,[],0.04,25.3
materialProperties.uniformity.variation.quantityValue.numericValue,6,13,0,[],0.3,10.0
otherAspects.filmStability,26,47,0,[],0.0,1.0
otherAspects.reproducibility,14,29,0,[],1.0,1.0
otherAspects.safety,1,1,1,['Precursors and byproducts require standard ALD handling and ventilation. MeOH has high vapor pressure (raised chamber pressure during Te deposition). BTMS-Te and Te alkoxides require appropriate handling and exhaust treatment.'],,
processParameters.deliveryMethod,7,14,8,"['ALD supercycle', 'Atmospheric pressure spatial ALD (AP S-ALD) using ALD injector', 'Coinjection of evaporated metal precursors (DEZ, TMIn, TEGa) through the same inlet, diluted by argon', 'Lateral-flow-type PEALD with Ar carrier gas delivery', 'bypass-type canisters; metal precursors injected directly into source line', 'coinjection of vaporized metal precursors through same inlet', 'lateral-flow-type', 'vertical-flow-type']",,
processParameters.plasmaPower.quantityValue.numericValue,21,39,0,[],38.0,2500.0
processParameters.pressure.quantityValue.numericValue,17,44,0,[],0.00450062,1200.0
processParameters.reactor.manufacturer,15,34,10,"['Beneq', 'CN1 Co., Ltd.', 'ISAC Research Inc.', 'NCD Co., Ltd.', 'Nexusbe Co.', 'Nexusbe Inc.', 'Picosun', 'Picosun, Finland', 'SENTECH Instruments GmbH', 'Shanghai Atomic Semiconductor Co.,Ltd.']",,
processParameters.reactor.name,23,43,20,"[""6' × 6' S-ALD system"", 'CN1 (thermal ALD for IGZO); iSAC Research PEALD system (HfO2)', 'CN1 (thermal ALD) ; iSAC Research (PEALD)', 'Lucida GD series batch type ALD system', 'MNT-D', 'PEALD reactor with capacitively coupled plasma source and in situ ellipsometer (SENTECH AL-RTM)', 'R200 advanced', 'SI PEALD reactor with capacitively coupled plasma source and in situ ellipsometer', 'TFS-200', 'TFS200', 'TH-ALD system', 'Temporal wafer-type capacitively-coupled plasma reactor (direct plasma), chamber size 15 cm x 15 cm', 'lateral-flow-type PEALD system with RF (13.56 MHz) direct capacitance coupled plasma source', 'lateral-flow-type PEALD with RF CCP (13.56 MHz)', 'lateral-flow-type plasma-enhanced ALD (PEALD) with RF (13.56 MHz) direct capacitance-coupled plasma (CCP) source', 'thermal ALD showerhead reactor', 'traveling-wave-type ALD apparatus', 'travelling wave type ALD apparatus', 'vertical flow-type ALD chamber', 'vertical-flow-type ALD chamber']",,
processParameters.substrate,60,134,58,"['100 nm thermally grown SiO2 layer on a poly-Si substrate', '100-nm thermally grown SiO2 substrate', '100-nm-thick SiO2/Si substrates', '150-nm-thick indium tin oxide (ITO)-coated glass substrates', '300 mm wafer', '300 nm SiO2 / p++ Si', '4-in Si (100) wafers', '4-in. n-type Si(100) wafers with native SiO2', '4-in. n-type Si(100) wafers with native SiO2 (native oxide) layer', '8 in. thermally oxidated p+ Si substrate', '8-in thermally oxidated p+ Si substrate', '8-in wafer', '9 nm HfO2-coated heavily p-doped silicon wafer', 'Four-inch SiO2/Si wafer (90 nm SiO2/p-Si described in text)', 'Glass (1.5 × 2.5 cm^2), used in glass/ITO/SiO2/IGZO/ITO device stack', 'Heavily doped p-type Si wafers coated by 300 nm thermally grown SiO2', 'Highly boron-doped polished Silicon (Si) wafers', 'Low-boron-doped polished Si wafer with thermally grown 100 nm SiO2 buffer layer', 'Si (100) (native oxide removed via 6:1 BOE)', 'Si and thermally oxidized SiO2 (100 nm) wafers', 'Si wafer', 'Si(100) and soda-lime glass', 'Si(100) and soda-lime glass; TFTs on thermally grown SiO2 (100 nm)/p++ Si', 'Si(100) substrate with native oxide layer (after acetone washing)', 'Si(100) substrates (electrical tests on Si with 3 kÅ thermal oxide)', 'Si(100) with native oxide (after acetone washing)', 'Si/SiO2 (100 nm thermally grown SiO2 on doped silicon wafer)', 'Si/SiO2 (doped Si wafer with 100 nm thermally grown SiO2)', 'Si/SiO2 thermal oxide wafer (100 nm SiO2)', 'SiO2 spacer sidewall', 'SiO2/Si substrate', 'SiO2/Si substrates', 'Thermally grown SiO2 on heavily doped Si (30 nm SiO2 gate dielectric)', 'Thermally grown SiO2/Si (device fabrication)', 'Thermally grown SiO2/Si (device fabrication); polyimide (PI) for H2 permeability tests', 'Thermally grown SiO2/Si substrates', 'W (100 nm) on SiO2 (300 nm) / Si', 'glass', 'glass substrate', 'glass substrates', 'glass, 1.5 × 2.5 cm^2', 'heavily doped p-type Si wafer with 100 nm thermally grown SiO2', 'heavily doped p-type Si wafer with 100 nm thermally oxidized SiO2 (p+ -Si substrate)', 'heavily doped p-type Si wafer with 300 nm thermally grown SiO2', 'heavily doped p-type Silicon with thermally grown 100 nm SiO2', 'heavily doped p-type silicon substrate with 100-nm-thick thermal SiO2', 'highly boron-doped polished Silicon (Si) wafers', 'highly doped Si wafer', 'p++-doped silicon wafer (acting as gate electrode)', 'p-type Si wafer with 100 nm thermal SiO2', 'p-type Si wafer with 100 nm thermal SiO2 (SiO2/Si)', 'silicon wafers with 100 nm thermally oxidized SiO2', 'thermally grown SiO2-buffered substrate (100 nm)', 'thermally grown SiO2/Si', 'thermally grown SiO2/Si (100 nm SiO2 buffer)', 'thermally grown SiO2/Si substrates', 'thermally oxidized SiO2 (100 nm) on p++-doped silicon wafer (used as gate insulator and gate electrode)', 'thermally-grown SiO2/Si substrate']",,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,15,36,6,"['In (first)', 'In2O3', 'InOx', 'Zn', 'super-cycle', 'super-cycle total']",,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,14,31,0,[],3.0,100.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,12,29,5,"['Ga', 'Ga2O3', 'GaOx', 'In (first)', 'ZnO']",,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,11,24,0,[],0.0,14.0
processParameters.supercycleDesign.numberofSubcycles.[2].compound,12,29,7,"['Ga', 'Ga2O3', 'GaOx', 'In (second)', 'In2O3', 'ZnO', 'ZnOx']",,
processParameters.supercycleDesign.numberofSubcycles.[2].count.quantityValue.numericValue,11,24,0,[],1.0,14.0
processParameters.supercycleDesign.numberofSubcycles.[3].compound,2,4,3,"['In (second)', 'Zn', 'ZnO']",,
processParameters.supercycleDesign.numberofSubcycles.[3].count.quantityValue.numericValue,2,4,0,[],1.0,14.0
processParameters.supercycleDesign.numberofSubcycles.[4].compound,1,1,1,['In2O3'],,
processParameters.supercycleDesign.numberofSubcycles.[4].count.quantityValue.numericValue,1,1,0,[],9.0,9.0
processParameters.supercycleDesign.numberofSubcycles.[5].compound,1,1,1,['ZnO'],,
processParameters.supercycleDesign.numberofSubcycles.[5].count.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.supercycleDesign.subcycleSequence,26,168,43,"['1 cycle ZnO + 1 cycle Ga2O3, followed by 3 repetitions of (ZnO + In2O3) as sub-cycle (described for IGZO 35%)', '1 cycle of ZnO and Ga2O3 followed by 3 cycles of ZnO and In2O3 (super-cycle for IGZO35%)', 'BTMS-Te (m cycles)', 'DEZn', 'Ga (3 sub-cycles)', 'Ga-O', 'Ga-subcycle', 'Ga2O3', 'Ga2O3 x1', 'Ga2O3 x3', 'GaO', 'GaOx', 'In (14 sub-cycles)', 'In-Ga', 'In-O', 'In-subcycle', 'In2O3', 'In2O3 x18', 'In2O3 x5', 'InO', 'InOx', 'InOx x3 - GaOx x3 - ZnOx x4', 'InOx x5 - GaOx x3 - ZnOx x4', 'InOx x7 - GaOx x3 - ZnOx x4', 'Not Found', 'TEIn', 'Te(OEt)4 + H2O (n cycles)', 'Type A: In2O3 (27 cycles), Ga2O3 (1 cycle), ZnO (2 cycles)', 'Type B: In2O3 (13 cycles), Ga2O3 (1 cycle), In2O3 (14 cycles), ZnO (2 cycles)', 'Type C: In2O3 (9 cycles), Ga2O3 (1 cycle), In2O3 (9 cycles), ZnO (1 cycle), In2O3 (9 cycles), ZnO (1 cycle)', 'Zn (4 sub-cycles)', 'Zn-O', 'Zn-subcycle', 'ZnO', 'ZnO x1', 'ZnO x4', 'ZnOx', 'ZnOx x4 - GaOx x3 - InOx x3', 'ZnOx x4 - GaOx x3 - InOx x5', 'ZnOx x4 - GaOx x3 - InOx x7', '[gallium precursor vapor - purge - O2 plasma - purge] × n2 cycles', '[indium precursor vapor - purge - O2 plasma - purge] × n1 cycles', '[zinc precursor vapor - purge - O2 plasma - purge] × n3 cycles']",,
processParameters.temperature.quantityValue.numericValue,63,141,0,[],80.0,400.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,5,10,0,[],120.0,10000.0
processParameters.thicknessControl.dosingTime.[0].compound,6,11,4,"['DEZ/TMIn/TEGa and H2O (metal and oxygen precursors)', 'In2O3', 'InOx', 'Te']",,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,5,10,0,[],40.0,2000.0
processParameters.thicknessControl.dosingTime.[1].coReactant.quantityValue.numericValue,4,9,0,[],200.0,10000.0
processParameters.thicknessControl.dosingTime.[1].compound,5,10,3,"['Ga2O3', 'GaOx', 'TeO2']",,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,4,9,0,[],10.0,1000.0
processParameters.thicknessControl.dosingTime.[2].coReactant.quantityValue.numericValue,3,8,0,[],80.0,10000.0
processParameters.thicknessControl.dosingTime.[2].compound,4,9,2,"['ZnO', 'ZnOx']",,
processParameters.thicknessControl.dosingTime.[2].precursor.quantityValue.numericValue,3,8,0,[],40.0,300.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,12,24,0,[],4.7,50.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,1,1,0,[],20.0,20.0
processParameters.thicknessControl.flowRates.[0].compound,5,10,3,"['In2O3', 'InOx', 'Te/TeO2']",,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,3,4,0,[],20.0,100.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,2,3,0,[],100.0,150.0
processParameters.thicknessControl.flowRates.[1].compound,4,9,2,"['Ga2O3', 'GaOx']",,
processParameters.thicknessControl.flowRates.[1].precursorFlow.quantityValue.numericValue,2,3,0,[],50.0,90.0
processParameters.thicknessControl.flowRates.[1].purgingGasFlow.quantityValue.numericValue,1,2,0,[],150.0,150.0
processParameters.thicknessControl.flowRates.[2].coReactantFlow.quantityValue.numericValue,1,1,0,[],80.0,80.0
processParameters.thicknessControl.flowRates.[2].compound,4,9,2,"['ZnO', 'ZnOx']",,
processParameters.thicknessControl.flowRates.[2].precursorFlow.quantityValue.numericValue,2,3,0,[],50.0,120.0
processParameters.thicknessControl.flowRates.[2].purgingGasFlow.quantityValue.numericValue,1,1,0,[],150.0,150.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,6,14,0,[],5.0,20.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,1,2,0,[],12.0,12.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,9,18,6,"['IGZO', 'In2O3', 'InOx', 'TEIn', 'TeO2', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,7,15,0,[],0.6,2.1
processParameters.thicknessControl.growthPerCycle.values.[1].compound,7,16,6,"['Ga2O3', 'GaOx', 'In-Ga bimetallic', 'InO', 'Te', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,5,13,0,[],0.44,1.97
processParameters.thicknessControl.growthPerCycle.values.[2].compound,5,13,4,"['DEZn', 'Ga2O3', 'ZnO', 'ZnOx']",,
processParameters.thicknessControl.growthPerCycle.values.[2].value.quantityValue.numericValue,4,11,0,[],0.65,1.7
processParameters.thicknessControl.nucleationPeriod.quantityValue.numericValue,2,3,0,[],0.0,200.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,5,10,0,[],1000.0,10000.0
processParameters.thicknessControl.purgeTime.[0].compound,5,10,3,"['In2O3', 'InOx', 'Te/TeO2']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,5,10,0,[],4000.0,25000.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,4,9,0,[],1000.0,10000.0
