property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,3,7,0,[],100.0,300.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,2,3,0,[],45.0,175.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,3,7,0,[],100.0,380.0
processParameters.thicknessControl.flowRates.[0].compound,3,7,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,2,3,0,[],120.0,120.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,3,7,0,[],50.0,120.0
processParameters.thicknessControl.flowRates.[1].coReactantFlow.quantityValue.numericValue,3,7,0,[],100.0,380.0
processParameters.thicknessControl.flowRates.[1].compound,3,7,3,"['Ga2O3', 'Zn-Al-O', 'ZnO']",,
processParameters.thicknessControl.flowRates.[1].precursorFlow.quantityValue.numericValue,2,3,0,[],120.0,120.0
processParameters.thicknessControl.flowRates.[1].purgingGasFlow.quantityValue.numericValue,3,7,0,[],50.0,120.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,1,1,0,[],45.0,45.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,2,5,0,[],500.0,600.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,2,5,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,1,0,[],1.1,1.1
processParameters.thicknessControl.growthPerCycle.values.[1].compound,1,1,1,['Ga2O3'],,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,1,1,0,[],0.65,0.65
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,3,7,0,[],4000.0,6000.0
processParameters.thicknessControl.purgeTime.[0].compound,3,7,2,"['Ga2O3', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,3,7,0,[],4000.0,10000.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,3,7,0,[],4000.0,6000.0
processParameters.thicknessControl.purgeTime.[1].compound,3,7,3,"['Ga2O3', 'Zn-Al-O', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,3,7,0,[],4000.0,10000.0
processParameters.thicknessControl.saturation,4,8,0,[],0.0,1.0
reactantSelection.carrierGas,8,20,4,"['Ar', 'Argon', 'N2', 'nitrogen (N2, ultra-high purity 99.999%)']",,
reactantSelection.coReactant.[0].coReactant,10,23,9,"['H2O', 'O (RPS plasma)', 'O2 (oxygen)', 'O2 (plasma)', 'O2 plasma', 'Oxygen plasma gas (O2 plasma, 99.995%)', 'oxygen plasma', 'oxygen plasma (O2 plasma)', 'oxygen plasma (O2)']",,
reactantSelection.coReactant.[0].compound,10,23,3,"['Al2O3', 'Ga2O3', 'ZnO']",,
reactantSelection.coReactant.[1].coReactant,5,9,4,"['O (RPS plasma)', 'O2 (plasma)', 'O2 plasma', 'water (H2O)']",,
reactantSelection.coReactant.[1].compound,5,9,4,"['Al2O3', 'Ga2O3', 'Zn-Al-O', 'ZnO']",,
reactantSelection.coReactant.[2].coReactant,2,2,2,"['O2 plasma', 'oxygen plasma (O2 plasma)']",,
reactantSelection.coReactant.[2].compound,2,2,2,"['Al2O3', 'In2-xGaxO3']",,
reactantSelection.precursor.[0].compound,10,23,3,"['Al2O3', 'Ga2O3', 'ZnO']",,
reactantSelection.precursor.[0].precursor,10,23,7,"['DEZ (diethyl zinc)', 'DEZ (diethylzinc)', 'Diethylzinc', 'Diethylzinc (DEZn)', 'TMG (trimethylgallium)', 'Trimethylaluminum (TMA)', 'diethylzinc (DEZ)']",,
reactantSelection.precursor.[1].compound,5,9,4,"['Al2O3', 'Ga2O3', 'Zn-Al-O', 'ZnO']",,
reactantSelection.precursor.[1].precursor,5,9,5,"['DEZ (diethylzinc)', 'DEZ (diethylzinc); TMA (trimethylaluminium)', 'Diethyl zinc (DEZ)', 'trimethylaluminium (TMA)', 'trimethylgallium (TMGa)']",,
reactantSelection.precursor.[2].compound,1,1,1,['In2-xGaxO3 (In precursor)'],,
reactantSelection.precursor.[2].precursor,1,1,1,['(dimethylbutylamino)trimethylindium (DATI)'],,
reactantSelection.precursor.[3].compound,1,1,1,['In2-xGaxO3 (Ga precursor)'],,
reactantSelection.precursor.[3].precursor,1,1,1,['Trimethylgallium (TMG)'],,
reactantSelection.purgingGas,9,21,4,"['Ar', 'Argon', 'N2', 'nitrogen (N2)']",,
