property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,2,0,[],4000.0,4000.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,1,2,0,[],1000.0,1000.0
processParameters.thicknessControl.purgeTime.[1].compound,1,2,1,['GaOx'],,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,1,2,0,[],2000.0,2000.0
processParameters.thicknessControl.purgeTime.[2].coReactant.quantityValue.numericValue,1,2,0,[],1000.0,5000.0
processParameters.thicknessControl.purgeTime.[2].compound,1,2,1,['ZnOx'],,
processParameters.thicknessControl.purgeTime.[2].precursor.quantityValue.numericValue,1,2,0,[],4000.0,5000.0
processParameters.thicknessControl.saturation,1,2,0,[],1.0,1.0
reactantSelection.carrierGas,1,2,1,['N2 (99.9999%)'],,
reactantSelection.coReactant.[0].coReactant,1,2,1,['O2 plasma'],,
reactantSelection.coReactant.[0].compound,1,2,1,['InOx'],,
reactantSelection.coReactant.[1].coReactant,1,2,1,['O2 plasma'],,
reactantSelection.coReactant.[1].compound,1,2,1,['GaOx'],,
reactantSelection.coReactant.[2].coReactant,1,2,2,"['H2O', 'O2 plasma']",,
reactantSelection.coReactant.[2].compound,1,2,1,['ZnOx'],,
reactantSelection.precursor.[0].compound,1,2,1,['InOx'],,
reactantSelection.precursor.[0].precursor,1,2,1,['TMIn'],,
reactantSelection.precursor.[1].compound,1,2,1,['GaOx'],,
reactantSelection.precursor.[1].precursor,1,2,1,['TMGa'],,
reactantSelection.precursor.[2].compound,1,2,1,['ZnOx'],,
reactantSelection.precursor.[2].precursor,1,2,1,['DEZn'],,
reactantSelection.purgingGas,1,2,1,['N2 (99.9999%)'],,
