property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,1,1,0,[],5.0,5.0
processParameters.supercycleDesign.subcycleSequence,1,2,2,"['MnO', 'ZnO']",,
processParameters.temperature.quantityValue.numericValue,4,5,0,[],100.0,325.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,2,2,0,[],0.5,0.5
processParameters.thicknessControl.dosingTime.[0].compound,2,2,2,"['Zn', 'ZnO']",,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,2,2,0,[],0.5,0.5
processParameters.thicknessControl.dosingTime.[1].coReactant.quantityValue.numericValue,1,1,0,[],0.5,0.5
processParameters.thicknessControl.dosingTime.[1].compound,1,1,1,['Mn'],,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,1,1,0,[],0.5,0.5
processParameters.thicknessControl.flowRates.[0].compound,2,2,2,"['Zn', 'ZnO']",,
processParameters.thicknessControl.flowRates.[1].compound,1,1,1,['Mn'],,
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,4,5,2,"['ZnO', 'ZnS']",,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,3,3,0,[],0.08,1.8
processParameters.thicknessControl.growthPerCycle.values.[1].compound,2,3,2,"['MnO', 'ZnO']",,
processParameters.thicknessControl.growthPerCycle.values.[1].value.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,2,2,0,[],0.5,1.0
processParameters.thicknessControl.purgeTime.[0].compound,2,2,2,"['Zn', 'ZnO']",,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,2,2,0,[],0.5,1.0
processParameters.thicknessControl.purgeTime.[1].coReactant.quantityValue.numericValue,1,1,0,[],0.5,0.5
processParameters.thicknessControl.purgeTime.[1].compound,1,1,1,['Mn'],,
processParameters.thicknessControl.purgeTime.[1].precursor.quantityValue.numericValue,1,1,0,[],0.5,0.5
processParameters.thicknessControl.saturation,4,5,0,[],0.0,1.0
reactantSelection.coReactant.[0].coReactant,4,5,3,"['Hydrogen sulphide', 'water', 'water vapor']",,
reactantSelection.coReactant.[0].compound,4,5,3,"['Zn', 'ZnO', 'ZnS']",,
reactantSelection.coReactant.[1].coReactant,2,3,2,"['Water', 'water vapor']",,
reactantSelection.coReactant.[1].compound,2,3,2,"['Mn', 'ZnO']",,
reactantSelection.precursor.[0].compound,4,5,3,"['Zn', 'ZnO', 'ZnS']",,
reactantSelection.precursor.[0].precursor,4,5,4,"['Zinc acetate', 'diethylzinc', 'zinc acetate', 'zinc acetate [Zn(CH3COO)2]']",,
reactantSelection.precursor.[1].compound,3,4,2,"['Mn', 'ZnO']",,
reactantSelection.precursor.[1].precursor,3,4,3,"['Zinc acetate', 'dimethylzinc', 'tris(2,4-pentanedionato)manganese(III) [Mn(acac)3]']",,
reactantSelection.precursor.[2].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[2].precursor,1,1,1,['zinc acetate'],,
reactantSelection.purgingGas,3,3,2,"['inert gas', 'nitrogen']",,
